PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,UTILIZATION,PKT_DELAY,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,pkt_type__cbr,pkt_type__ping,pkt_type__tcp,to__Router,to__Server,to__Switch,from__Router,from__Server,from__Switch
1540,1,6,15957,16091,0.0,328.204637,505434.0,0.236321,0.000582,49.62685,1.0,50.027339,0,0,1,0,0,1,0,0,0
55,1,4,15458,16091,0.0,328.241051,18053.3,0.00844,0.0,48.12787,1.030029,50.051929,0,0,0,0,0,1,1,0,0
55,1,7,13370,16091,0.0,328.19309,18050.6,0.00844,0.0,41.776013,1.030048,50.059112,0,0,0,0,0,1,1,0,0
55,1,13,3492,16103,0.0,328.491596,18067.0,0.008446,0.0,11.814293,1.030026,50.051067,0,0,0,0,0,0,0,0,1
1540,1,4,9488,16091,0.0,328.240918,505490.0,0.236321,0.0,29.922392,1.0,50.02192,0,0,1,1,0,0,0,0,1
1540,1,10,2359,16085,0.0,328.063862,505218.0,0.236234,0.0,8.36349,1.0,50.030088,0,0,1,0,1,0,1,0,0
1540,1,7,1766,16091,0.0,328.192835,505416.0,0.236321,0.0,6.56123,1.0,50.029102,0,0,1,1,0,0,0,0,1
1000,1,37,5443,6250,0.00056,124.941827,124942.0,0.059605,0.00104,68.57528,25.0,75.02328,1,0,0,0,1,0,1,0,0
55,1,1,4685,16091,0.0,328.316229,18057.4,0.00844,0.0,15.399252,1.03001,50.040685,0,0,0,1,0,0,0,1,0
1540,1,8,9049,16090,0.0,328.167486,505378.0,0.236307,0.0,28.589533,1.0,50.029842,0,0,1,0,1,0,1,0,0
1540,1,11,1240,16103,0.0,328.561898,505985.0,0.236498,0.0,4.957007,1.0,50.010552,0,0,1,0,1,0,1,0,0
1540,1,15,1741,16103,0.0,328.431807,505785.0,0.236498,0.0,6.479168,1.0,50.029965,0,0,1,1,0,0,0,0,1
55,1,6,1726,16091,0.0,328.204851,18051.3,0.00844,0.0,6.469496,1.030042,50.057349,0,0,0,1,0,0,0,1,0
55,1,2,10451,16091,0.0,328.297902,18056.4,0.00844,0.0,32.891291,1.030016,50.043427,0,0,0,0,0,1,1,0,0
576,1,1,10721,5628,0.03152,658.090443,379060.0,0.030916,0.070736,1.818336,1.447776,9.999792,0,0,0,0,1,0,0,1,0
1540,1,9,8822,16088,0.0,328.11323,505294.0,0.236278,0.0,27.897688,1.0,50.031854,0,0,1,0,0,1,0,0,0
576,1,0,181169,7110,0.024559,95.145988,54804.1,0.039056,0.113037,57.143419,1.27255,75.999821,0,0,0,1,0,0,0,1,0
55,1,5,9756,16091,0.0,328.218006,18052.0,0.00844,0.0,30.772199,1.030035,50.055377,0,0,0,0,0,0,0,0,1
1540,1,13,8452,16103,0.0,328.491489,505876.0,0.236498,0.0,26.774043,1.0,50.021057,0,0,1,0,1,0,1,0,0
1540,1,1,7279,16091,0.0,328.316229,505606.0,0.236321,0.0,23.191394,1.0,50.010675,0,0,1,0,0,1,0,0,0
1540,1,11,6259,16103,0.0,328.561898,505985.0,0.236498,0.0,20.112178,1.0,50.010552,0,0,1,0,1,0,1,0,0
1540,1,16,10684,16092,0.0,328.205808,505437.0,0.236337,0.0,33.566214,1.0,50.030211,0,0,1,0,0,1,0,0,0
55,1,5,4645,16091,0.0,328.218006,18052.0,0.00844,0.0,15.283796,1.030035,50.055377,0,0,0,0,0,1,1,0,0
1000,1,36,3489,6250,0.0004,124.942227,124942.0,0.059605,0.00088,52.94312,25.0,75.02312,1,0,0,1,0,0,0,0,1
55,1,10,14462,16085,0.0,328.064183,18043.5,0.008437,0.0,45.104637,1.030058,50.060098,0,0,0,0,0,0,0,0,1
55,1,3,9265,16091,0.0,328.26412,18054.5,0.00844,0.0,29.278661,1.030022,50.048477,0,0,0,0,0,0,0,0,1
1000,1,23,1036,6250,0.0,124.943625,124944.0,0.059605,0.000614,33.318854,25.0,75.02256,1,0,0,0,0,1,0,0,0
1540,1,11,15722,16103,0.0,328.561898,505985.0,0.236498,0.0,48.854106,1.0,50.010552,0,0,1,1,0,0,0,0,1
1000,1,34,2766,6250,8.2e-05,124.943026,124943.0,0.059605,0.001688,47.159928,25.0,75.0228,1,0,0,0,0,1,0,0,0
1000,1,28,1754,6250,0.000671,124.941627,124942.0,0.059605,0.001231,39.063471,25.0,75.02336,1,0,0,0,1,0,1,0,0
1000,1,38,3339,6250,0.0,124.941427,124941.0,0.059605,0.0012,51.74344,25.0,75.02344,1,0,0,0,0,1,0,0,0
1540,1,13,5262,16103,0.0,328.491489,505876.0,0.236498,0.0,17.10024,1.0,50.021057,0,0,1,0,0,1,0,0,0
1000,1,28,5236,6250,0.00056,124.941627,124942.0,0.059605,0.00112,66.91936,25.0,75.02336,1,0,0,1,0,0,0,0,1
55,1,2,1713,16091,0.0,328.297902,18056.4,0.00844,0.0,6.437226,1.030016,50.043427,0,0,0,0,0,1,1,0,0
1540,1,15,12287,16103,0.0,328.431807,505785.0,0.236498,0.0,38.434778,1.0,50.029965,0,0,1,0,1,0,1,0,0
55,1,1,44,5630,0.0,656.270166,36094.9,0.002953,0.03064,26.99944,1.417136,9.99592,0,0,1,0,1,0,0,1,0
55,1,4,10417,16091,0.0,328.241051,18053.3,0.00844,0.0,32.777554,1.030029,50.051929,0,0,0,1,0,0,0,1,0
55,1,3,8185,16091,0.0,328.26412,18054.5,0.00844,0.0,25.992648,1.030022,50.048477,0,0,0,1,0,0,0,1,0
55,1,16,2858,16092,0.0,328.206042,18051.3,0.008441,0.0,9.892877,1.030045,50.060221,0,0,0,1,0,0,0,1,0
55,1,2,15912,16091,0.0,328.297902,18056.4,0.00844,0.0,49.520091,1.030016,50.043427,0,0,0,0,0,0,0,0,1
1000,1,37,989,6250,0.0004,124.941827,124942.0,0.059605,0.000866,32.943106,25.0,75.02328,1,0,0,1,0,0,0,0,1
55,1,1,8981,16091,0.0,328.316229,18057.4,0.00844,0.0,28.382123,1.03001,50.040685,0,0,0,0,0,1,1,0,0
55,1,1,6950,16091,0.0,328.316229,18057.4,0.00844,0.0,22.223457,1.03001,50.040685,0,0,0,1,0,0,0,1,0
55,1,13,11396,16103,0.0,328.491596,18067.0,0.008446,0.0,35.749875,1.030026,50.051067,0,0,0,0,0,0,0,0,1
1540,1,14,5288,16103,0.0,328.460131,505828.0,0.236498,0.0,17.179387,1.0,50.025737,0,0,1,0,0,1,0,0,0
55,1,13,2090,16103,0.0,328.491596,18067.0,0.008446,0.0,7.546589,1.030026,50.051067,0,0,0,0,0,0,0,0,1
1540,1,1,11331,16091,0.0,328.316229,505606.0,0.236321,0.0,35.537732,1.0,50.010675,0,0,1,0,1,0,1,0,0
1540,1,14,5526,16103,0.0,328.460131,505828.0,0.236498,0.0,17.903321,1.0,50.025737,0,0,1,1,0,0,0,0,1
1000,1,28,3250,6250,0.0,124.941627,124942.0,0.059605,0.00112,51.03136,25.0,75.02336,1,0,0,0,0,1,0,0,0
1000,1,25,309,6250,0.0,124.942826,124943.0,0.059605,0.000653,27.502893,25.0,75.02288,1,0,0,0,0,1,0,0,0
55,1,2,4355,16091,0.0,328.297902,18056.4,0.00844,0.0,14.408134,1.030016,50.043427,0,0,0,0,0,0,0,0,1
55,1,16,9076,16092,0.0,328.206042,18051.3,0.008441,0.0,28.706432,1.030045,50.060221,0,0,0,0,0,0,0,0,1
55,1,11,14866,16103,0.0,328.561918,18070.9,0.008446,0.0,46.299312,1.030013,50.040562,0,0,0,1,0,0,0,1,0
55,1,1,3481,16091,0.0,328.316229,18057.4,0.00844,0.0,11.749848,1.03001,50.040685,0,0,0,0,0,0,0,0,1
55,1,2,9858,16091,0.0,328.297902,18056.4,0.00844,0.0,31.06351,1.030016,50.043427,0,0,0,0,0,0,0,0,1
1540,1,9,2660,16088,0.0,328.11323,505294.0,0.236278,0.0,9.26696,1.0,50.031854,0,0,1,0,0,1,0,0,0
55,1,1,2308,16091,0.0,328.316229,18057.4,0.00844,0.0,8.214579,1.03001,50.040685,0,0,0,1,0,0,0,1,0
55,1,2,1378,16091,0.0,328.297902,18056.4,0.00844,0.0,5.41225,1.030016,50.043427,0,0,0,0,0,0,0,0,1
1540,1,9,13103,16088,0.0008,328.11323,505294.0,0.236278,0.001846,40.952427,1.0,50.031854,0,0,1,1,0,0,0,0,1
55,1,1,905,16091,0.0,328.316229,18057.4,0.00844,0.0,3.986803,1.03001,50.040685,0,0,0,1,0,0,0,1,0
55,1,11,15485,16103,0.0,328.561918,18070.9,0.008446,0.0,48.184848,1.030013,50.040562,0,0,0,1,0,0,0,1,0
1540,1,5,16045,16091,0.0016,328.217832,505455.0,0.236321,0.0016,49.897837,1.0,50.025368,0,0,1,0,1,0,1,0,0
55,1,7,9081,16091,0.0,328.19309,18050.6,0.00844,0.0,28.712098,1.030048,50.059112,0,0,0,1,0,0,0,1,0
1540,1,10,2184,16085,0.0,328.063862,505218.0,0.236234,0.0,7.831411,1.0,50.030088,0,0,1,0,0,1,0,0,0
55,1,1,44,5630,0.0,656.270166,36094.9,0.002953,0.03064,11.571856,1.417136,9.99592,0,0,1,0,1,0,0,1,0
55,1,1,13893,16091,0.0,328.316229,18057.4,0.00844,0.0,43.36412,1.03001,50.040685,0,0,0,1,0,0,0,1,0
55,1,2,12118,16091,0.0,328.297902,18056.4,0.00844,0.0,37.950147,1.030016,50.043427,0,0,0,0,0,0,0,0,1
55,1,9,13640,16088,0.0,328.113525,18046.2,0.008438,0.0,42.60355,1.030054,50.061864,0,0,0,0,0,0,0,0,1
55,1,6,13574,16091,0.0,328.204851,18051.3,0.00844,0.0,42.407327,1.030042,50.057349,0,0,0,0,0,1,1,0,0
1000,1,32,4026,6250,0.0,124.943825,124944.0,0.059605,0.00024,57.23848,25.0,75.02248,1,0,0,0,0,1,0,0,0
55,1,6,11413,16091,0.0,328.204851,18051.3,0.00844,0.0,35.830562,1.030042,50.057349,0,0,0,0,0,0,0,0,1
55,1,4,15686,16091,0.0,328.241051,18053.3,0.00844,0.0,48.828123,1.030029,50.051929,0,0,0,0,0,0,0,0,1
1540,1,2,15374,16091,0.0,328.297855,505578.0,0.236321,0.0,47.846251,1.0,50.013418,0,0,1,0,0,1,0,0,0
1540,1,1,10181,16091,0.0,328.316229,505606.0,0.236321,0.0,32.00618,1.0,50.010675,0,0,1,0,0,1,0,0,0
55,1,6,4714,16091,0.0,328.204851,18051.3,0.00844,0.0,15.507113,1.030042,50.057349,0,0,0,1,0,0,0,1,0
1540,1,15,5966,16103,0.0,328.431807,505785.0,0.236498,0.0,19.233881,1.0,50.029965,0,0,1,0,0,1,0,0,0
1000,1,27,4208,6250,0.0,124.942027,124942.0,0.059605,0.00096,58.6952,25.0,75.0232,1,0,0,0,0,1,0,0,0
1540,1,6,9744,16091,0.0,328.204637,505434.0,0.236321,0.0,30.713249,1.0,50.027339,0,0,1,0,0,1,0,0,0
1000,1,22,2013,6250,0.0,124.944025,124944.0,0.059605,0.00045,41.13469,25.0,75.0224,1,0,0,0,0,1,0,0,0
55,1,1,9075,16091,0.0,328.316229,18057.4,0.00844,0.0,28.685875,1.03001,50.040685,0,0,0,0,0,1,1,0,0
1000,1,24,1914,6250,0.0,124.943226,124943.0,0.059605,0.000665,40.342905,25.0,75.02272,1,0,0,0,0,1,0,0,0
55,1,11,12147,16103,0.0,328.561918,18070.9,0.008446,0.0,38.025798,1.030013,50.040562,0,0,0,0,0,1,1,0,0
55,1,8,3458,16090,0.0,328.167767,18049.2,0.00844,0.0,11.709427,1.030051,50.059851,0,0,0,0,0,0,0,0,1
55,1,16,1694,16092,0.0,328.206042,18051.3,0.008441,0.0,6.389651,1.030045,50.060221,0,0,0,1,0,0,0,1,0
1540,1,12,8336,16103,0.000948,328.522879,505925.0,0.236498,0.001601,26.408197,1.0,50.016373,0,0,1,0,1,0,1,0,0
1540,1,4,1362,16091,0.0,328.240918,505490.0,0.236321,0.0,5.32913,1.0,50.02192,0,0,1,0,0,1,0,0,0
1540,1,8,7287,16090,0.0,328.167486,505378.0,0.236307,0.0,23.227907,1.0,50.029842,0,0,1,0,0,1,0,0,0
55,1,9,6360,16088,0.0,328.113525,18046.2,0.008438,0.0,20.467371,1.030054,50.061864,0,0,0,0,0,0,0,0,1
55,1,5,10507,16091,0.0,328.218006,18052.0,0.00844,0.0,33.058897,1.030035,50.055377,0,0,0,0,0,1,1,0,0
1000,1,36,1914,6250,0.000505,124.942227,124942.0,0.059605,0.000905,40.343145,25.0,75.02312,1,0,0,0,1,0,1,0,0
1540,1,8,7777,16090,0.0,328.167486,505378.0,0.236307,0.0,24.721448,1.0,50.029842,0,0,1,0,0,1,0,0,0
1000,1,37,5912,6250,0.00056,124.941827,124942.0,0.059605,0.00104,72.32728,25.0,75.02328,1,0,0,0,1,0,1,0,0
1540,1,14,15346,16103,0.0,328.460131,505828.0,0.236498,0.0,47.742259,1.0,50.025737,0,0,1,0,0,1,0,0,0
55,1,3,13588,16091,0.0,328.26412,18054.5,0.00844,0.0,42.438006,1.030022,50.048477,0,0,0,1,0,0,0,1,0
55,1,12,12660,16103,0.0,328.522947,18068.8,0.008446,0.0,39.57405,1.030019,50.046382,0,0,0,0,0,1,1,0,0
1000,1,26,2543,6250,0.0,124.942427,124942.0,0.059605,0.000963,45.375203,25.0,75.02304,1,0,0,0,0,1,0,0,0
1540,1,16,723,16092,0.0,328.205808,505437.0,0.236337,0.0,3.414982,1.0,50.030211,0,0,1,0,1,0,1,0,0
1000,1,36,1047,6250,0.0,124.942227,124942.0,0.059605,0.000956,33.407196,25.0,75.02312,1,0,0,0,0,1,0,0,0
1000,1,23,1827,6250,0.000264,124.943625,124944.0,0.059605,0.000627,39.646867,25.0,75.02256,1,0,0,1,0,0,0,0,1
1540,1,16,15891,16092,0.0,328.205808,505437.0,0.236337,0.001354,49.424037,1.0,50.030211,0,0,1,0,0,1,0,0,0
1000,1,33,6204,6250,0.00016,124.943426,124943.0,0.059605,0.0004,74.66264,25.0,75.02264,1,0,0,1,0,0,0,0,1
1540,1,6,3779,16091,0.0,328.204637,505434.0,0.236321,0.0,12.640434,1.0,50.027339,0,0,1,0,0,1,0,0,0
1000,1,28,3409,6250,0.00056,124.941627,124942.0,0.059605,0.00112,52.30336,25.0,75.02336,1,0,0,1,0,0,0,0,1
1540,1,13,2899,16103,0.0,328.491489,505876.0,0.236498,0.0,9.974755,1.0,50.021057,0,0,1,1,0,0,0,0,1
55,1,16,1013,16092,0.0,328.206042,18051.3,0.008441,0.0,4.336389,1.030045,50.060221,0,0,0,0,0,1,1,0,0
1540,1,12,6401,16103,0.0,328.522879,505925.0,0.236498,0.0,20.538651,1.0,50.016373,0,0,1,0,1,0,1,0,0
55,1,7,8687,16091,0.0,328.19309,18050.6,0.00844,0.0,27.522408,1.030048,50.059112,0,0,0,0,0,1,1,0,0
1540,1,10,7458,16085,0.0,328.063862,505218.0,0.236234,0.0,23.760435,1.0,50.030088,0,0,1,0,1,0,1,0,0
55,1,1,3563,16091,0.0,328.316229,18057.4,0.00844,0.0,12.01736,1.03001,50.040685,0,0,0,1,0,0,0,1,0
55,1,14,13226,16103,0.0,328.460278,18065.3,0.008446,0.0,41.322826,1.030032,50.055747,0,0,0,1,0,0,0,1,0
1000,1,36,1903,6250,0.000443,124.942227,124942.0,0.059605,0.000829,40.255069,25.0,75.02312,1,0,0,0,1,0,1,0,0
1540,1,16,14464,16092,0.0,328.205808,505437.0,0.236337,0.0,45.073026,1.0,50.030211,0,0,1,0,1,0,1,0,0
1540,1,16,14316,16092,0.0,328.205808,505437.0,0.236337,0.0,44.621432,1.0,50.030211,0,0,1,1,0,0,0,0,1
1540,1,9,486,16088,0.0,328.11323,505294.0,0.236278,0.0,2.698563,1.0,50.031854,0,0,1,0,1,0,1,0,0
55,1,14,5886,16103,0.0,328.460278,18065.3,0.008446,0.0,19.020245,1.030032,50.055747,0,0,0,0,0,0,0,0,1
55,1,9,2067,16088,0.0,328.113525,18046.2,0.008438,0.0,7.499269,1.030054,50.061864,0,0,0,0,0,0,0,0,1
1540,1,13,8719,16103,0.000431,328.491489,505876.0,0.236498,0.0016,27.568666,1.0,50.021057,0,0,1,1,0,0,0,0,1
55,1,8,12368,16090,0.0,328.167767,18049.2,0.00844,0.0,38.730731,1.030051,50.059851,0,0,0,0,0,0,0,0,1
55,1,8,9909,16090,0.0,328.167767,18049.2,0.00844,0.0,31.240403,1.030051,50.059851,0,0,0,1,0,0,0,1,0
55,1,1,9224,16091,0.0,328.316229,18057.4,0.00844,0.0,29.151376,1.03001,50.040685,0,0,0,1,0,0,0,1,0
55,1,7,8372,16091,0.0,328.19309,18050.6,0.00844,0.0,26.57744,1.030048,50.059112,0,0,0,1,0,0,0,1,0
55,1,10,6381,16085,0.0,328.064183,18043.5,0.008437,0.0,20.530464,1.030058,50.060098,0,0,0,0,0,0,0,0,1
55,1,13,5832,16103,0.0,328.491596,18067.0,0.008446,0.0,18.878782,1.030026,50.051067,0,0,0,0,0,0,0,0,1
1540,1,5,990,16091,0.0,328.217832,505455.0,0.236321,0.0,4.205702,1.0,50.025368,0,0,1,0,1,0,1,0,0
1000,1,34,1674,6250,0.0,124.943026,124943.0,0.059605,0.000594,38.422834,25.0,75.0228,1,0,0,0,0,1,0,0,0
1000,1,26,2253,6250,0.000477,124.942427,124942.0,0.059605,0.001,43.05524,25.0,75.02304,1,0,0,1,0,0,0,0,1
55,1,9,4251,16088,0.0,328.113525,18046.2,0.008438,0.0,14.125707,1.030054,50.061864,0,0,0,0,0,1,1,0,0
1540,1,3,5850,16091,0.0,328.26404,505526.0,0.236321,0.0,18.876542,1.0,50.018467,0,0,1,1,0,0,0,0,1
55,1,10,4959,16085,0.0,328.064183,18043.5,0.008437,0.0,16.242959,1.030058,50.060098,0,0,0,0,0,1,1,0,0
1540,1,13,11300,16103,0.0,328.491489,505876.0,0.236498,0.000385,35.418082,1.0,50.021057,0,0,1,0,0,1,0,0,0
55,1,15,7025,16103,0.0,328.432001,18063.8,0.008446,0.0,22.463742,1.030038,50.059974,0,0,0,0,0,0,0,0,1
1000,1,34,2017,6250,0.00035,124.943026,124943.0,0.059605,0.00059,41.16683,25.0,75.0228,1,0,0,0,1,0,1,0,0
1540,1,10,6963,16085,0.0,328.063862,505218.0,0.236234,0.0,22.262353,1.0,50.030088,0,0,1,1,0,0,0,0,1
1000,1,27,5742,6250,0.00048,124.942027,124942.0,0.059605,0.00096,70.9672,25.0,75.0232,1,0,0,0,1,0,1,0,0
576,1,0,692513,7110,0.024559,95.145988,54804.1,0.039056,0.113037,66.076285,1.27255,75.999821,0,0,0,1,0,0,0,1,0
55,1,2,635,16091,0.0,328.297902,18056.4,0.00844,0.0,3.177357,1.030016,50.043427,0,0,0,0,0,1,1,0,0
55,1,15,14696,16103,0.0,328.432001,18063.8,0.008446,0.0,45.799901,1.030038,50.059974,0,0,0,1,0,0,0,1,0
1000,1,21,416,6250,0.0,124.944425,124944.0,0.059605,0.000192,28.358432,25.0,75.02224,1,0,0,0,0,1,0,0,0
1000,1,32,1943,6250,0.000843,124.943825,124944.0,0.059605,0.001627,40.575867,25.0,75.02248,1,0,0,0,1,0,1,0,0
1540,1,10,12911,16085,0.0,328.063862,505218.0,0.236234,0.0,40.381677,1.0,50.030088,0,0,1,1,0,0,0,0,1
55,1,2,6733,16091,0.0,328.297902,18056.4,0.00844,0.0,21.592766,1.030016,50.043427,0,0,0,0,0,0,0,0,1
1540,1,4,1314,16091,0.0,328.240918,505490.0,0.236321,0.000123,5.2064,1.0,50.02192,0,0,1,1,0,0,0,0,1
55,1,4,15303,16091,0.0,328.241051,18053.3,0.00844,0.0,47.670534,1.030029,50.051929,0,0,0,0,0,0,0,0,1
1540,1,15,9267,16103,0.0,328.431807,505785.0,0.236498,0.0,29.241016,1.0,50.029965,0,0,1,0,0,1,0,0,0
1000,1,36,3807,6250,0.0,124.942227,124942.0,0.059605,0.00088,55.48712,25.0,75.02312,1,0,0,0,0,1,0,0,0
1540,1,10,12676,16085,1.4e-05,328.063862,505218.0,0.236234,0.0016,39.656035,1.0,50.030088,0,0,1,0,0,1,0,0,0
55,1,16,5063,16092,0.0,328.206042,18051.3,0.008441,0.0,16.548064,1.030045,50.060221,0,0,0,0,0,1,1,0,0
1540,1,6,15190,16091,0.0,328.204637,505434.0,0.236321,0.0,47.285613,1.0,50.027339,0,0,1,0,1,0,1,0,0
1540,1,5,13987,16091,0.0,328.217832,505455.0,0.236321,0.001474,43.627613,1.0,50.025368,0,0,1,0,0,1,0,0,0
1000,1,21,289,6250,0.0,124.944425,124944.0,0.059605,4.8e-05,27.342288,25.0,75.02224,1,0,0,0,0,1,0,0,0
1000,1,29,15,6250,0.002283,124.941228,124941.0,0.059605,0.002931,25.153171,25.0,75.02352,1,0,0,0,1,0,1,0,0
1000,1,31,6239,6250,8e-05,124.944225,124944.0,0.059605,8e-05,74.94232,25.0,75.02232,1,0,0,0,1,0,1,0,0
55,1,16,2799,16092,0.0,328.206042,18051.3,0.008441,0.0,9.711986,1.030045,50.060221,0,0,0,1,0,0,0,1,0
1000,1,21,4739,6250,0.0,124.944425,124944.0,0.059605,0.0,62.94224,25.0,75.02224,1,0,0,0,1,0,1,0,0
1000,1,39,660,6250,0.000638,124.941028,124941.0,0.059605,0.001322,30.311562,25.0,75.0236,1,0,0,1,0,0,0,0,1
1000,1,40,2092,6250,0.000714,124.940628,124941.0,0.059605,0.001477,41.767717,25.0,75.02376,1,0,0,1,0,0,0,0,1
1000,1,36,2322,6250,0.0004,124.942227,124942.0,0.059605,0.00087,43.60711,25.0,75.02312,1,0,0,1,0,0,0,0,1
55,1,6,9131,16091,0.0,328.204851,18051.3,0.00844,0.0,28.886214,1.030042,50.057349,0,0,0,0,0,0,0,0,1
55,1,15,10567,16103,0.0,328.432001,18063.8,0.008446,0.0,33.22779,1.030038,50.059974,0,0,0,0,0,0,0,0,1
55,1,12,12679,16103,0.0,328.522947,18068.8,0.008446,0.0,39.633184,1.030019,50.046382,0,0,0,1,0,0,0,1,0
55,1,16,6844,16092,0.0,328.206042,18051.3,0.008441,0.0,21.922177,1.030045,50.060221,0,0,0,0,0,1,1,0,0
1000,1,24,4568,6250,0.0,124.943226,124943.0,0.059605,0.00048,61.57472,25.0,75.02272,1,0,0,0,0,1,0,0,0
1540,1,9,10723,16088,0.000514,328.11323,505294.0,0.236278,0.001724,33.705568,1.0,50.031854,0,0,1,1,0,0,0,0,1
55,1,13,13787,16103,0.0,328.491596,18067.0,0.008446,0.0,43.023418,1.030026,50.051067,0,0,0,1,0,0,0,1,0
1540,1,7,9408,16091,0.0,328.192835,505416.0,0.236321,0.001318,29.682971,1.0,50.029102,0,0,1,0,0,1,0,0,0
55,1,3,15077,16091,0.0,328.26412,18054.5,0.00844,0.0,46.96745,1.030022,50.048477,0,0,0,0,0,0,0,0,1
55,1,7,11514,16091,0.0,328.19309,18050.6,0.00844,0.0,36.138738,1.030048,50.059112,0,0,0,1,0,0,0,1,0
55,1,1,16020,16091,0.0,328.316229,18057.4,0.00844,0.0,49.822992,1.03001,50.040685,0,0,0,0,0,0,0,0,1
1540,1,12,4038,16103,0.0,328.522879,505925.0,0.236498,0.0,13.413043,1.0,50.016373,0,0,1,0,0,1,0,0,0
55,1,16,15810,16092,0.0,328.206042,18051.3,0.008441,0.0,49.182379,1.030045,50.060221,0,0,0,0,0,0,0,0,1
55,1,3,13953,16091,0.0,328.26412,18054.5,0.00844,0.0,43.55437,1.030022,50.048477,0,0,0,1,0,0,0,1,0
1540,1,1,7590,16091,0.0,328.316229,505606.0,0.236321,0.0,24.125664,1.0,50.010675,0,0,1,0,0,1,0,0,0
55,1,1,5796,16091,0.0,328.316229,18057.4,0.00844,0.0,18.752603,1.03001,50.040685,0,0,0,0,0,1,1,0,0
55,1,16,5331,16092,0.0,328.206042,18051.3,0.008441,0.0,17.378252,1.030045,50.060221,0,0,0,0,0,1,1,0,0
55,1,3,14966,16091,0.0,328.26412,18054.5,0.00844,0.0,46.635629,1.030022,50.048477,0,0,0,1,0,0,0,1,0
55,1,3,7685,16091,0.0,328.26412,18054.5,0.00844,0.0,24.460533,1.030022,50.048477,0,0,0,1,0,0,0,1,0
55,1,6,7305,16091,0.0,328.204851,18051.3,0.00844,0.0,23.315585,1.030042,50.057349,0,0,0,0,0,1,1,0,0
1000,1,22,4049,6250,8e-05,124.944025,124944.0,0.059605,0.00016,57.4224,25.0,75.0224,1,0,0,1,0,0,0,0,1
55,1,4,4706,16091,0.0,328.241051,18053.3,0.00844,0.0,15.463948,1.030029,50.051929,0,0,0,1,0,0,0,1,0
1540,1,7,11325,16091,0.000215,328.192835,505416.0,0.236321,0.000215,35.529203,1.0,50.029102,0,0,1,0,1,0,1,0,0
1540,1,8,15156,16090,0.0,328.167486,505378.0,0.236307,0.0,47.197136,1.0,50.029842,0,0,1,0,1,0,1,0,0
55,1,2,13453,16091,0.0,328.297902,18056.4,0.00844,0.0,42.027997,1.030016,50.043427,0,0,0,0,0,0,0,0,1
1540,1,13,13383,16103,0.0,328.491489,505876.0,0.236498,0.0,41.77404,1.0,50.021057,0,0,1,0,1,0,1,0,0
55,1,5,3889,16091,0.0,328.218006,18052.0,0.00844,0.0,12.990696,1.030035,50.055377,0,0,0,0,0,0,0,0,1
55,1,5,10863,16091,0.0,328.218006,18052.0,0.00844,0.0,34.152089,1.030035,50.055377,0,0,0,0,0,0,0,0,1
55,1,11,14843,16103,0.0,328.561918,18070.9,0.008446,0.0,46.235855,1.030013,50.040562,0,0,0,1,0,0,0,1,0
1540,1,12,9966,16103,0.0,328.522879,505925.0,0.236498,0.0,31.361503,1.0,50.016373,0,0,1,1,0,0,0,0,1
55,1,15,4465,16103,0.0,328.432001,18063.8,0.008446,0.0,14.735163,1.030038,50.059974,0,0,0,0,0,1,1,0,0
55,1,8,14084,16090,0.0,328.167767,18049.2,0.00844,0.0,43.967275,1.030051,50.059851,0,0,0,0,0,0,0,0,1
1540,1,14,14860,16103,0.001434,328.460131,505828.0,0.236498,0.001434,46.250688,1.0,50.025737,0,0,1,0,1,0,1,0,0
1000,1,40,4717,6250,0.0008,124.940628,124941.0,0.059605,0.00152,62.76776,25.0,75.02376,1,0,0,0,1,0,1,0,0
576,1,1,2148289,5628,0.114464,658.090443,379060.0,0.030916,0.15368,38.571744,1.447776,9.999792,0,0,0,0,1,0,0,1,0
1540,1,8,14389,16090,0.0,328.167486,505378.0,0.236307,0.0,44.852803,1.0,50.029842,0,0,1,0,1,0,1,0,0
1540,1,13,8709,16103,0.0,328.491489,505876.0,0.236498,0.0,27.530365,1.0,50.021057,0,0,1,0,0,1,0,0,0
1540,1,11,10862,16103,0.0,328.561898,505985.0,0.236498,0.0,34.064778,1.0,50.010552,0,0,1,1,0,0,0,0,1
1000,1,28,5421,6250,0.0,124.941627,124942.0,0.059605,0.00112,68.39936,25.0,75.02336,1,0,0,0,0,1,0,0,0
1540,1,12,12381,16103,0.0,328.522879,505925.0,0.236498,0.0,38.693947,1.0,50.016373,0,0,1,1,0,0,0,0,1
55,1,14,11334,16103,0.0,328.460278,18065.3,0.008446,0.0,35.574268,1.030032,50.055747,0,0,0,0,0,0,0,0,1
55,1,16,14034,16092,0.0,328.206042,18051.3,0.008441,0.0,43.798364,1.030045,50.060221,0,0,0,1,0,0,0,1,0
55,1,2,1707,16091,0.0,328.297902,18056.4,0.00844,0.0,6.404682,1.030016,50.043427,0,0,0,0,0,1,1,0,0
55,1,9,7240,16088,0.0,328.113525,18046.2,0.008438,0.0,23.124176,1.030054,50.061864,0,0,0,1,0,0,0,1,0
